is_answered,view_count,answer_count,question_creation_date,score,accepted_answer_id,user_id,title,question_id
False,70,2,2016-06-12 15:07:08,0,none,384803,piping from shell into jupyter notebook cell,37778082
True,57,1,2016-06-13 03:47:39,2,none,5257286,Querying data in Python based on the business day (8am-10pm) and weekdays only,37784280
True,64,3,2016-06-13 06:25:04,2,37787602,6199672,How to merge two tables and transpose rows to columns,37787289
True,439,1,2016-06-13 10:43:39,2,37802533,137783,Accessing Big Query from Cloud DataLab using Pandas,37792709
True,66,1,2016-06-13 12:02:07,0,37794497,3579977,How to get rows of a tsv file with common values in one of the columns using pandas?,37794352
False,103,1,2016-06-13 18:52:47,0,none,6461870,pandas dataframe(DatetimeIndex column) to spark dataframe (datetime format),37800383
True,90,1,2016-06-13 20:00:36,3,none,6268172,Fit a curve to the boundary of a scatterplot,37800958
True,49,1,2016-06-13 21:52:18,0,37801791,5270267,Using .loc with a column of values,37801768
True,59,1,2016-06-14 05:47:45,1,37808663,4616326,Pandas - why is read_csv with chunking &#39;on&#39; faster than without for small files?,37808550
True,67,2,2016-06-14 07:26:44,4,37811092,4205334,Zero fill data frame forward fill,37810688
True,77,1,2016-06-14 11:19:00,0,39315004,4215394,Pandas series has np.round error that dataframe does not,37816056
False,102,2,2016-06-14 18:27:12,0,none,6421184,Put 2 separate .csv files on one graph using Python,37823156
True,828,2,2016-06-15 03:16:47,3,37838147,6243214,Basemap and Fiona won&#39;t install for processing of maps &amp; shp files in iPython Notebook,37828552
True,102,2,2016-06-15 08:11:16,2,37835354,4727118,Xlsxwriter different formats to different cells in same column,37835099
True,32,1,2016-06-15 13:23:21,0,none,5744310,How to split a dataframe column in python. (Data from Qyandl),37841919
True,38,2,2016-06-15 15:22:45,1,37844264,6304284,Dropping the columns that contain NaN,37844081
False,231,0,2016-06-16 00:57:47,0,none,1708772,Python PyTd teradata Query Into Pandas DataFrame,37850181
True,50,1,2016-06-16 03:21:28,2,none,5256007,Pandas dataframe to dictionary,37852436
True,45,1,2016-06-16 04:28:23,2,37854738,614749,Best way to make df.apply a function of index and column,37853820
True,83,3,2016-06-16 04:49:21,3,37863693,5111380,how to read date and time on ecmwf file,37854256
True,161,2,2016-06-16 07:21:13,5,37859127,3653919,pandas histogram with logarithmic axes,37857689
True,87,2,2016-06-16 09:40:58,4,37861840,1240335,Seaborn Plot including different distributions of the same data,37861021
True,83,1,2016-06-16 13:23:29,5,38036456,3398536,How to discontinue a line graph in the plot pandas or matplotlib python,37865694
True,75,2,2016-06-16 13:51:14,5,37987159,4205334,Groupby with TimeGrouper &#39;backwards&#39;,37866145
True,54,1,2016-06-16 14:32:56,1,37950725,4589550,Annotating scatter plot in groupby plot,37866876
False,44,2,2016-06-16 14:39:46,2,none,4537383,Pattern search in pandas.dataframe.query(),37866998
True,33,1,2016-06-17 01:29:32,1,none,4137321,Different search results in different environments,37873759
True,416,7,2016-06-17 02:50:06,10,none,2993256,How to check empty gzip file in Python,37874936
True,139,3,2016-06-17 07:44:03,6,37881228,6449275,Multiplication of two positive numbers gives a negative output in Python 3,37880740
True,54,2,2016-06-17 09:12:45,0,none,6397884,openpyxl: Formulas read as blanks in some (key use) cases,37882504
True,83,1,2016-06-17 09:30:58,2,none,955273,Trading strategy P&amp;L for holding period - solve rolling_apply bottleneck,37882911
False,65,0,2016-06-17 18:07:13,1,none,6461192,Display the matching strings if at least half of string length matches,37891043
True,45,1,2016-06-17 18:43:12,0,37896001,6065920,Write data from a df to an excel workbook that already has other worksheets,37891371
True,178,2,2016-06-19 01:30:51,1,38133417,669329,Plot a pandas dataframe using the dataframe index for x coordinate in bokeh,37904231
True,61,1,2016-06-19 07:29:03,1,37907326,6236543,Pandas: reindex with custom function,37906724
True,48,2,2016-06-19 07:52:28,1,37907027,1179880,pandas.set_option to give detail of Dataframe rather than returning frame,37906939
True,141,2,2016-06-19 14:25:41,0,38685987,460928,Failure to display positive day Candlesticks using matplotlib.finance.candlestick2_ochl,37910447
True,69,1,2016-06-20 04:04:58,1,37939246,3782963,Adding an extra index to Pandas DataFrame,37917378
False,69,1,2016-06-20 05:06:26,0,none,6467827,How to change values of a dataframe through groupby in pandas,37918513
True,55,1,2016-06-20 06:44:24,1,37921025,4098013,Sum of Timedeltas column in Pandas Python,37920497
True,88,1,2016-06-20 06:59:55,3,37921817,4169892,Pandas python what is the workbook encoding type?,37920809
True,74,2,2016-06-20 07:44:47,0,37921823,6443066,How to delete columns with at least 20% missing values,37921703
True,144,1,2016-06-20 11:08:42,1,none,5907724,iterating over multiple columns and rows in pandas dataframe,37925903
False,77,1,2016-06-20 14:08:51,-1,none,5651960,Python - Pandas Dataframe - data not matching source,37929068
True,90,1,2016-06-20 14:42:47,1,none,6490603,Scraping sports data using beautiful soup and pandas,37929613
True,86,1,2016-06-20 15:50:25,4,37932559,305597,How can I make a barplot and a lineplot in the same seaborn plot with different Y axes nicely?,37930693
False,47,1,2016-06-20 16:47:20,1,none,6491037,Plotting individual bar graphs for each index of a Pandas dataframe,37931540
True,22,2,2016-06-20 16:58:52,1,37931851,6035139,Assign each value to a range on dataFrame,37931728
True,29,1,2016-06-20 17:01:57,1,37932101,6491115,Create a hierarchical index from a .tsv file (pandas),37931760
True,30,1,2016-06-20 17:21:56,0,37932404,5569314,Pandas Sort Multiindex by Group Sum,37932021
True,83,3,2016-06-20 17:52:54,4,37932756,4537383,Pandas dataframe combine duplicate columns into one- separate data by comma,37932391
False,55,0,2016-06-20 18:09:33,1,none,3444703,Change the marker of stripplot seaborn to be a string not a marker,37932626
True,43,3,2016-06-20 18:31:00,0,none,6065920,how to find dependence between 2 column in df using python,37932858
True,66,1,2016-06-20 18:37:50,0,37933626,4506929,Decorator to pass pandas Series into one-column DataFrames,37932927
False,52,1,2016-06-20 18:40:18,1,none,6327741,How to do box-whisker plot using matplotlib,37932950
True,43,1,2016-06-20 20:07:14,1,none,4537383,pandas dataframe- replace row values,37933678
True,48,1,2016-06-20 20:39:50,0,none,308827,Gracefully failing if value is not found in pandas dataframe,37933917
True,66,2,2016-06-20 20:40:12,0,none,428862,Pandas: Can pandas groupby filter work on original object?,37933925
True,222,2,2016-06-20 21:56:07,9,37934721,4589550,Identifying consecutive occurrences of a value,37934399
True,63,2,2016-06-20 22:29:21,0,none,4157564,Subtract one row from another in Pandas DataFrame,37934647
True,51,2,2016-06-20 23:14:10,5,37935021,2605262,Creating a Pandas dataframe from elements of a dictionary,37934969
True,101,1,2016-06-20 23:55:58,0,37935451,5779223,Cannot get right slice bound for non-unique label when indexing data frame with python-pandas,37935294
True,69,3,2016-06-21 00:42:22,1,37936260,3886109,Extract first characters from list series pandas,37935729
True,107,1,2016-06-21 03:50:29,2,37938822,6391098,Numpy faster at sorting than Pandas,37938502
False,49,1,2016-06-21 04:21:58,0,none,6099022,exporting Python model results,37939120
True,45,1,2016-06-21 04:57:49,0,none,2983144,Shifting origin in plots using pandas python,37939843
True,62,4,2016-06-21 05:07:00,2,none,4695752,Dynamic boolean mask on same values certain columns pandas,37940026
True,30,2,2016-06-21 05:26:29,0,37941910,1147876,pandas interchangeable dual indexing?,37940518
True,46,3,2016-06-21 05:32:36,1,37941505,911391,Python Pandas: Get 2 set of random samples per group,37940654
True,40,1,2016-06-21 06:15:54,3,37942081,3932482,Pandas: solve a crosstab issue,37941670
True,398,1,2016-06-21 07:56:37,2,37957490,258274,How to set/get pandas.DataFrame to/from redis?,37943778
False,44,1,2016-06-21 08:50:54,0,none,6065920,Error when try writing to excel,37944966
True,54,3,2016-06-21 08:55:40,-3,38079921,4213875,How can I check each row of a large csv and write the row if a certain column contains a certain value?,37945092
False,71,1,2016-06-21 09:07:24,1,none,6376039,SQLAlchemy: query is giving error while passing integer parameter,37945338
False,521,2,2016-06-21 09:11:13,0,none,6162407,&#39;Timestamp&#39; object has no attribute &#39;timestamp&#39;,37945430
False,52,1,2016-06-21 09:25:25,1,none,2578441,how to set a variable dynamically - python pandas,37945754
True,49,2,2016-06-21 10:12:59,1,none,6470353,Trying to upsample Pandas to have data for every minute,37946847
True,49,2,2016-06-21 10:40:13,1,37947868,5199451,pandas: sum two rows of dataframe without rearranging dataframe?,37947479
True,295,1,2016-06-21 10:40:38,1,37947698,2713198,How to print like jupyter notebook&#39;s default cell output,37947496
True,259,1,2016-06-21 10:45:57,2,37947677,4596596,Pandas: How to sum columns based on conditional of other column values?,37947641
False,26,0,2016-06-21 10:45:58,0,none,6468932,Compare previous data pandasreduce running time,37947642
True,27,1,2016-06-21 10:50:33,1,37948193,5516874,saving lines to file based on condition pandas python,37947741
True,76,2,2016-06-21 11:06:10,0,none,2578441,How to read text file columns to apply python data frame?,37948102
True,43,1,2016-06-21 11:26:37,2,37949495,6279309,Reference DataFrame name in a function (pandas python3),37948562
False,30,1,2016-06-21 11:55:52,-5,none,6495030,How to identify and label similar rows in a pandas data frame,37949199
True,30,1,2016-06-21 12:06:34,1,none,505308,Calling agg without first calling groupby,37949434
False,30,0,2016-06-21 12:28:39,0,none,6495181,Why does Pandas Multi-index slicing return results from outside of the slice?,37949852
True,67,2,2016-06-21 12:41:15,0,37951115,3819415,Pandas: Storing a DataFrame object inside another DataFrame i.e. nested DataFrame,37950087
True,40,2,2016-06-21 13:05:38,1,37950894,6359147,pandas or numpy to mean the sum of three months. Return as list,37950516
True,90,1,2016-06-21 13:34:05,1,none,5839247,Row sum of a dataframe returns zero. (when there are N/As in only a few rows),37950961
True,64,2,2016-06-21 14:15:13,2,37953608,6207897,Read and write ID&#39;s with pandas,37951711
True,94,2,2016-06-21 14:24:36,1,37952421,5744310,Extracting first rows from multiple tables and add one column (Python),37951890
True,26,1,2016-06-21 15:17:18,2,none,6087589,differences between each row for all columns setting index column,37952829
True,74,3,2016-06-21 16:09:43,4,37953759,249341,Why does passing a tuple cause a key error in pandas?,37953707
True,77,3,2016-06-21 16:40:54,-2,none,4972716,upgrade version of Pandas,37954195
False,58,1,2016-06-21 16:58:26,-2,none,3902319,Concatinate to pandas data frame from OrderedDict - Python equivalent to R&#180;s do.call(merge list),37954450
True,65,1,2016-06-21 17:00:42,2,37955493,2375593,PANDAS TimeGrouper with individualized starting point for downsample,37954489
True,42,1,2016-06-21 17:29:53,2,37955027,2815937,Pandas applymap on multilevel dataframe,37954906
True,179,1,2016-06-21 18:03:14,3,37955390,1243255,Python: Adding hours to pandas timestamp,37955332
True,74,1,2016-06-21 18:11:05,2,37955631,4695774,how to run OLS regression with pandas datetime object series being independent value (x),37955423
True,114,1,2016-06-21 18:50:34,2,37955967,4950204,convert pandas dataframe column from hex string to int,37955856
True,51,1,2016-06-21 18:54:32,2,37956404,902885,multiple bar plots from pandas dataframe,37955881
True,40,2,2016-06-21 18:56:08,2,none,5223901,Pandas select the second to last column which is also not nan,37955900
True,39,2,2016-06-21 19:16:47,3,37956305,5236675,Index numpy array with pd.Series of boolean,37956088
True,37,2,2016-06-21 19:52:48,2,37956434,2350876,Using a pandas DataFrame to get the count of the 10th most frequent value,37956400
True,13,1,2016-06-21 20:55:53,0,37956940,684322,Index.names is not assigned after using concat,37956894
True,26,1,2016-06-21 20:59:51,0,37957020,5697437,Replacing a subset of rows in pandas dataframe with a Series object,37956922
True,45,3,2016-06-21 22:05:00,2,37957417,51167,Convert case of a pandas DataFrame column,37957377
True,28,1,2016-06-21 22:54:47,1,37958506,2286597,Fast vectorised datetime.combine(),37957728
True,210,1,2016-06-21 23:55:41,1,37958335,4013781,Convert class &#39;pandas.indexes.numeric.Int64Index&#39; to numpy,37958278
False,47,0,2016-06-22 00:37:27,0,none,6001140,Pandas: How to convert dict of dict into a dataframe,37958660
True,32,1,2016-06-22 02:00:23,1,37959919,6374457,Converting Data frame into a dict with columns as key inside key,37959724
True,47,1,2016-06-22 02:30:18,1,37960655,81419,Bin all values of a dataframe into percentiles in pandas,37960216
True,49,1,2016-06-22 04:39:20,1,37962791,1739325,How set values in pandas dataframe based on NaN values of another column?,37962759
True,35,1,2016-06-22 05:31:23,1,37964122,3187556,Pandas duplicate indexes to dataframe,37963967
False,33,0,2016-06-22 05:35:21,2,none,6327741,How to add sheet to many excel file without overwriting using python,37964057
False,122,0,2016-06-22 05:52:52,1,none,5887592,List index out of range with Panda read_csv,37964504
True,105,3,2016-06-22 06:30:55,3,none,6498649,python pandas simple pivot table sum count,37965380
True,108,2,2016-06-22 07:43:53,2,37967481,2242044,Using a shift() function within an apply function to compare rows in a Pandas Dataframe,37967070
True,143,2,2016-06-22 07:47:20,2,none,1708288,plot the relationship between two variables with pandas,37967151
True,63,2,2016-06-22 08:18:49,2,37969355,4313321,How to add a column to a Pandas dataframe made of arrays of the n-preceding values of another column?,37967824
False,46,1,2016-06-22 08:38:41,1,none,6065920,How to write at the same time to Different excel Using Python,37968272
True,55,2,2016-06-22 08:56:59,1,37968994,6309981,Set index name of pandas DataFrame,37968730
True,805,3,2016-06-22 08:59:03,1,none,4972716,Merging two one DataFrames,37968785
True,79,1,2016-06-22 09:18:25,0,37969485,1172265,Pearson correlation for all rows in Data Frames Pandas,37969282
True,18,1,2016-06-22 09:28:48,0,37969636,1429073,select groups having more than x members,37969561
False,115,2,2016-06-22 09:43:23,0,none,6186845,Split data into train/ test files such that at least one sample is picked for both the files,37969945
True,31,2,2016-06-22 10:13:03,-1,37971035,6476002,Transforming a column index in Python pandas,37970648
True,85,2,2016-06-22 10:18:57,1,37980933,6222331,Look up value from column in table and interpolate in rows (python pandas scipy),37970801
True,38,2,2016-06-22 10:40:29,0,37971411,5919368,Column Order in Pandas Dataframe from dict of dict,37971322
True,39,1,2016-06-22 11:11:55,0,37972701,3449832,Pythons Pandas `from_dict` formating `to_csv`,37972018
True,56,1,2016-06-22 11:18:29,1,37972524,6499943,How to calculate the mean of a pandas DataFrame with NaN values,37972166
True,68,1,2016-06-22 11:21:07,1,none,3587392,pd.to_datetime() returning incorrect date,37972224
True,31,2,2016-06-22 11:31:15,1,none,3902319,Pandas reading excel file with simple multicolumn index,37972467
True,49,2,2016-06-22 11:38:44,0,37972796,1893275,Save pandas dataframe to disk work by row,37972647
True,45,1,2016-06-22 11:45:51,0,37974740,4936409,Retriving all the rows from a csv file and plotting,37972785
False,80,3,2016-06-22 12:05:12,0,none,6500141,pick month start and end data in python,37973190
True,21,1,2016-06-22 12:32:40,0,37975987,1017373,Attribute error while filtering a dataframe based values from certain columns,37973728
True,41,1,2016-06-22 12:33:01,0,none,6382244,Loop optimization in Python using loc command,37973738
True,75,2,2016-06-22 12:50:08,0,37974222,2008004,find next row in DataFrame based on column values,37974068
False,72,2,2016-06-22 12:54:10,2,none,222151,Is numpy accumulate the right thing for this?,37974141
True,61,2,2016-06-22 13:15:03,1,37974811,1243255,Pandas mean across multiple columns,37974475
True,35,3,2016-06-22 13:41:36,3,37974966,6473080,Assign data to separate dataframes combining and sort by year,37974887
True,23,1,2016-06-22 14:14:07,1,37975481,6461192,Get all the values that start with a number in a data frame,37975452
True,44,1,2016-06-22 14:25:13,1,37975787,6500702,Replacing data from dataframe with data from another dataframe,37975655
True,38,2,2016-06-22 14:26:29,1,none,3590067,Python: how to find values in another dataframe?,37975673
True,52,1,2016-06-22 14:27:46,-2,37976727,4537383,How to add an extra row to pandas dataframe at index 2 without overwriting existing index,37975694
False,68,0,2016-06-22 14:48:11,0,none,3155053,Import contents of .sql file into pandas DataFrame,37976042
False,61,2,2016-06-22 14:54:29,1,none,5530481,convert to multiindex dataframe w/horizontal display and rename columns,37976155
True,41,2,2016-06-22 15:21:42,2,37976689,6453877,Pandas Pivot table - incremental column names,37976592
True,94,2,2016-06-22 15:36:12,2,37976890,1993875,How to conditionally update DataFrame column in Pandas based on list,37976823
True,84,1,2016-06-22 15:47:49,1,none,6499943,Saving a Pandas DataFrame to a JSON string,37976996
True,62,1,2016-06-22 15:54:24,1,37977220,5536001,Pandas: Set first 2 hours of every group to NaN,37977118
False,37,1,2016-06-22 16:21:17,0,none,5833718,Python Pandas as pd set to_csv location,37977558
True,48,1,2016-06-22 16:40:54,1,37981310,2011849,Python: using pandas.pivot_table to flatten activity logs and display time spent doing activities,37977881
True,21,1,2016-06-22 16:44:46,2,none,1179880,Rearrange the columns of a pandas DataFrame so that the column with highest total is first,37977929
True,79,2,2016-06-22 17:00:14,1,37978749,6377863,Deleting rows with certain keywords of csv file,37978160
True,42,2,2016-06-22 17:51:46,1,37978952,6490054,finding annual averages using pandas in python,37978891
True,29,1,2016-06-22 18:14:32,0,37979248,6461192,Display merged values using a condition while including NaN values,37979138
True,137,1,2016-06-22 18:17:18,0,37979876,1609428,how to parallelize many (fuzzy) string comparisons using apply in Pandas?,37979167
False,57,0,2016-06-22 19:33:42,0,none,2370863,Using a multiindex dataframe to produce a complicated seaborn pointplot,37979906
True,58,1,2016-06-22 21:18:32,-2,37981161,4203516,Count number of rows between filled values in python dataframe,37980758
False,38,0,2016-06-22 21:59:14,0,none,6269347,Sort/create columns from a .csv of year-quarters with proportions for categories in an additional column,37981081
True,24,2,2016-06-22 22:49:49,1,37981585,5019694,How to make statistic according to week unit in pandas?,37981518
True,58,1,2016-06-22 23:09:52,3,37981786,1036886,How to align indexes of many dataframes and fill in respective missing values in Pandas?,37981678
True,39,1,2016-06-22 23:49:40,1,none,4634395,faster way to color cells in Excel via Python,37982004
True,137,1,2016-06-23 00:08:26,1,none,1948982,Pandas reindex and fill missing values: &quot;Index must be monotonic&quot;,37982170
True,26,1,2016-06-23 00:18:08,1,37982331,3294195,pandas DataFrame - find max between offset columns,37982252
True,52,1,2016-06-23 00:21:33,1,37982467,5857901,Python pandas groupby not working,37982283
True,20,1,2016-06-23 00:51:02,1,37982642,4544413,two steps filtering pandas,37982584
True,45,1,2016-06-23 01:02:10,1,37982754,4098013,Count Distinct Group By Pandas Python,37982699
True,31,1,2016-06-23 03:19:12,1,37984759,6366886,Pandas - return a dataframe after groupby,37984736
True,58,2,2016-06-23 03:29:48,-1,none,2578846,sklearn Linear Regression coefficients have single value output,37984934
True,44,1,2016-06-23 04:13:36,1,none,6257027,Pandas Hdf Get table info,37985786
True,76,1,2016-06-23 05:03:25,1,37987578,6470353,Dismiss rows from DataFrame by condition in different one,37986947
True,58,1,2016-06-23 05:03:26,-5,none,1871453,how to do such calculation task in pandas?,37986948
True,38,3,2016-06-23 05:30:21,0,none,4695752,Plotting proportional data python (stacked barplot),37987596
True,38,1,2016-06-23 06:34:56,0,37989407,6065920,Change values in excel file from values of other excel using python,37989170
True,40,2,2016-06-23 07:13:27,2,37990088,6327741,Change column in df from column from another,37990019
True,33,1,2016-06-23 08:01:37,1,37991096,6065920,How to iterating string in df using python,37991058
True,24,1,2016-06-23 08:47:59,2,37992139,6327741,Append new column to df from list using python,37992118
False,48,1,2016-06-23 08:48:17,2,none,2583621,pandas combine pivot table with DataFrame,37992126
True,169,6,2016-06-23 09:07:35,0,37992665,1017373,How to remove rows from a dataframe if 75 % of its column values is equal to 0,37992585
False,47,0,2016-06-23 09:27:19,2,none,53468,Does DataFrameMapper guarantees feature vector alignment?,37993040
True,28,1,2016-06-23 10:17:36,1,37994524,3556757,pandas timedelta to int as a vectorized operation,37994276
True,54,2,2016-06-23 10:21:46,1,none,5329748,Interchanging columns in a CSV file,37994382
True,44,1,2016-06-23 10:23:32,0,37994938,1243255,Pandas pivot table ignoring zeros while taking mean,37994434
False,65,1,2016-06-23 10:38:51,-1,none,5019586,In pandas how to read csv files with lists in a column?,37994791
True,46,1,2016-06-23 10:57:43,0,37995311,6065920,Delete string from dataframe with condition using pandas,37995244
True,41,1,2016-06-23 11:32:55,1,37996121,422333,Assign a tuple to multiple elements of a pandas dataframe,37996000
True,28,1,2016-06-23 11:47:56,0,37996785,6327741,Add some sheetname to excel using pandas,37996308
True,52,1,2016-06-23 12:29:24,0,37997284,2350876,Pandas Dataframe looking for way to speed up df.apply that uses math,37997127
True,66,1,2016-06-23 12:38:25,1,37998055,6490212,Python: Accessing a particular cell in a data frame change it then save into a new version of the data frame,37997300
True,49,2,2016-06-23 12:48:09,0,none,6331008,Plotting results (scatter graph) from DataFrame issues. Python,37997455
False,39,1,2016-06-23 12:58:07,1,none,3133136,When using pd.rolling_max how can I assign a particular value within the data frame as the window value?,37997627
True,67,1,2016-06-23 13:05:13,3,37997822,1080517,Splitting DataFrame rows with pandas,37997768
True,45,1,2016-06-23 13:31:42,1,37998570,6461192,Perform full Merge between the columns of two data frames based on starting alphabet,37998243
True,66,2,2016-06-23 13:46:40,0,37998835,6461664,Create new columns based on multiple conditions in Python,37998510
True,69,2,2016-06-23 14:08:05,2,37999616,6491115,Fill a list/pandas.dataframe with all the missing data combinations (like complete() in R),37998861
False,26,1,2016-06-23 14:22:22,0,none,6243214,Replace substring string in one table with string in another table for an entire column,37999079
True,769,1,2016-06-23 14:40:14,0,37999975,2735009,&#39;Invalid type comparison&#39; in the code,37999389
False,35,1,2016-06-23 14:53:27,0,none,5199451,pandas: Grouping or filtering based on values in list instead of dataframe,37999632
False,53,2,2016-06-23 15:11:02,0,none,6505850,Use pandas to set a score of relations between columns,37999904
True,17,1,2016-06-23 15:20:23,1,38000339,3829299,GroupBy Transformation on hierarchically indexed dataframe,38000075
True,53,1,2016-06-23 15:27:16,0,none,6306448,convert string to float and align columns in dataframe,38000199
False,31,0,2016-06-23 15:30:48,0,none,1318135,Progress indicator during pandas merge (python),38000256
True,72,2,2016-06-23 16:06:16,-2,38001459,5329748,Reordering columns in CSV,38000868
True,33,1,2016-06-23 16:48:38,1,38001607,4596596,Pandas: create new column from old add values,38001588
True,53,3,2016-06-23 16:50:08,1,38001789,2801236,An efficient way to get dictionary from dataframe,38001612
True,44,2,2016-06-23 16:59:20,1,38001809,4979733,Pandas: Replace column values to empty if not present in pre-defined list,38001754
False,147,0,2016-06-23 17:07:24,2,none,4406123,How to efficiently get the correlation matrix (with p-values) of a data frame with NaN values?,38001888
True,22,1,2016-06-23 17:40:03,1,38002356,440732,Converting a string with list of dicts to pandas df,38002329
True,42,2,2016-06-23 17:46:38,-1,none,6505850,Align DataFrames in pandas so that data matches in rows,38002423
True,52,1,2016-06-23 18:04:35,5,38002810,6506440,viewing nested JSON data into a pandas dataframe,38002663
True,39,2,2016-06-23 18:31:28,1,38003428,2192509,Adding rows with duplicate indexes in pandas,38002962
False,53,0,2016-06-23 18:48:40,0,none,6506530,concatinating .csv files to create one big .csv changing datatypes of columns to &quot;object&quot;,38003136
False,40,1,2016-06-23 19:22:01,2,none,6506593,Unicode Error using pandas: read_hdf,38003403
True,146,3,2016-06-23 19:22:26,0,38003951,4979733,Pandas: Why is default column type for numeric float?,38003406
True,37,2,2016-06-23 19:49:03,0,38003814,4995876,Creating a data frame from two dataframes with period indices that overlap but are not identical,38003626
True,37,1,2016-06-23 20:16:16,0,none,3639023,How do I specify dtype with read_csv for data and index independently,38003848
True,34,2,2016-06-23 20:27:02,0,38004007,810348,pandas DataFrame assign with format,38003927
False,82,1,2016-06-23 21:06:57,0,none,3159090,How do I join two pandas data frames in pandasql using the index?,38004197
True,37,1,2016-06-23 23:24:56,1,38005858,6113211,How do you extract rows given conditions on two columns using python?,38005154
True,33,1,2016-06-23 23:58:10,1,38006273,139150,Dataframe summary of unique pages,38005372
False,31,0,2016-06-24 00:37:53,0,none,5779223,How to speed up the group by and IO with python-pandas?,38005699
True,15,1,2016-06-24 01:59:18,1,38006836,5779223,How to get the name of the groupby items when apply function with python-pandas?,38006498
True,24,1,2016-06-24 02:11:18,1,38006684,6215669,Pandas csv NaN values replace by the left side columns,38006646
False,93,1,2016-06-24 02:14:51,1,none,4782371,Pandas Data frame Error,38006701
False,18,0,2016-06-24 02:20:45,0,none,3579977,Some values in fields change while creating dictionary from data read in Pandas,38006786
False,35,1,2016-06-24 03:05:52,-4,none,6354721,Removing special characters from JSON,38007511
True,57,1,2016-06-24 03:21:33,1,38008201,5548873,Adding column names while looping through files,38007791
True,163,2,2016-06-24 03:55:52,2,38008937,5779223,How to constuct a column of data frame recursively with pandas-python?,38008390
True,26,1,2016-06-24 04:11:31,1,38009204,5366162,How to find the spread for all the permutation/combination of the timeseries in a data-frame?,38008627
True,38,1,2016-06-24 06:05:24,2,38011023,1521933,Use date field from MongoDB list as DatetimeIndex in Pandas DataFrame,38010778
True,25,1,2016-06-24 06:27:30,0,38012404,4661264,pandas Python 3.5.1: incremental developement using the same dataset changed a column name but on running script old name remains in the dataframe,38011187
False,23,1,2016-06-24 06:30:32,0,none,4972716,merging data frames confusion,38011252
False,78,1,2016-06-24 06:33:42,0,none,5412307,Loop through a list for dataframe column plot in matplotlib,38011306
True,53,1,2016-06-24 07:05:11,0,38013407,1521933,Python StatsModels Time Series Decomposition Duplicate Plot,38011931
True,48,1,2016-06-24 07:49:09,1,38013584,6327741,How add empty sheet to `excel` file that has already created using pandas,38012751
True,33,2,2016-06-24 08:35:48,2,38013729,1102806,Applying function to Pandas dataframe by column,38013618
False,21,1,2016-06-24 08:51:44,0,none,985030,Properly Format Data in CSV for Easy Import with Pandas,38013903
False,15,0,2016-06-24 09:02:30,0,none,5382553,Pandas - wrong decimal points after import,38014115
False,38,0,2016-06-24 09:27:25,0,none,6311384,How to plot 2 days timeseries on the same plot,38014604
True,100,2,2016-06-24 09:47:25,1,38360172,6347323,pandas - drop row based on first occurrence of condition,38014984
True,30,1,2016-06-24 09:57:52,1,38015617,5583650,Subset a dictionary of dataframes through iteration,38015193
True,26,2,2016-06-24 10:38:14,1,38016267,2008004,DataFrame created with read_csv() gives unexpected query() results,38016003
True,77,1,2016-06-24 10:53:03,1,38019795,53468,StratifiedKfold over heterogeneous DataFrame,38016303
False,27,1,2016-06-24 11:30:11,1,none,4147748,dropping a row while iterating through pandas dataframe,38017007
True,14,1,2016-06-24 11:31:18,1,none,1153961,Pandas transform aggregated clolumns with factors to rows,38017024
True,53,1,2016-06-24 11:55:01,3,38017981,821076,How to add a line on top of a bar chart?,38017465
True,17,1,2016-06-24 12:14:59,2,none,4972716,updating dataframe by row but not updating,38017843
False,32,2,2016-06-24 12:20:53,0,none,6327741,Find difference between dates in df using python,38017946
True,26,2,2016-06-24 12:22:02,2,38018104,2664653,Use pandas DataFrame / Panel .apply() together with index/column information,38017972
False,82,1,2016-06-24 12:33:09,1,none,5098246,Reading hdf5 datasets with pandas,38018186
False,28,1,2016-06-24 12:47:59,1,none,1470729,Python too many indices for array shape (0),38018431
True,50,1,2016-06-24 13:17:18,0,38021768,1948982,Pandas parse date and set index- weird behavior,38018877
True,75,3,2016-06-24 13:17:47,0,38021492,3765319,Labelled datatypes Python,38018888
True,63,3,2016-06-24 13:20:21,0,none,1179880,Why can I not always import pandas,38018921
False,20,1,2016-06-24 13:24:02,2,none,4995876,Does pd.Period max out at microsecond period?,38018975
True,33,3,2016-06-24 13:27:57,1,38019171,4458393,A function to create interaction variables: what is wrong with the code?,38019029
True,28,1,2016-06-24 13:43:54,1,none,4995876,with pd.read_ How to use parse_dates and then set the index to the result of parsing the dates?,38019274
True,61,3,2016-06-24 13:52:58,1,38019670,4537383,pandas dataframe convert columns as rows,38019397
False,34,0,2016-06-24 14:04:42,0,none,1382252,Comma containing values being taken as NaN in python read_csv,38019560
True,36,2,2016-06-24 14:32:18,1,none,4995876,Pandas time series documentation example not working,38019960
True,37,3,2016-06-24 14:33:05,0,none,2801236,How to finds if two entities are in the same group in a dataframe?,38019976
True,47,4,2016-06-24 15:01:04,3,none,4431058,Convert column of timestamp with a different UTC base to current UTC using Python,38020396
True,236,1,2016-06-24 15:03:47,2,38254401,5534457,TypeError converting Pandas dataframe to Spark dataframe,38020429
True,35,1,2016-06-24 15:48:05,2,38021171,6510515,Check if the Cells of a Column Begin With a Specific String [Pandas],38021060
False,49,0,2016-06-24 15:58:51,0,none,6461192,Fuzzy Match between large number of records,38021199
