imdbID,Writer
tt1407326,Scott Nowell
tt1410064,Jimmy Traynor
tt1411254,Derek Schreyer
tt1411254,Karen Troubetzkoy
tt1414378,Nicolas van Pallandt
tt1418898,Jacob Burns (story)
tt1418898,Zach Burns (story)
tt1419986,Javier Zevallos
tt1424043,Alvin Yapan
tt1433566,Paul Clarke
tt1433566,Bruce Kane
tt1437378,Norm Golden
tt1438510,Kevin Stocklin
tt1440379,Dustin Lance Black
tt1441093,Christopher Moynihan
tt1441096,Claudia Lonow
tt1441404,Efraín Aguilar
tt1442402,David Castillo
tt1444680,Patxi Amezcua (screenplay)
tt1444680,Jordi Gasull (screenplay)
tt1444680,José Luis Latasa (collaboration)
tt1445150,Abhinandan Gupta
tt1446173,John Andrews (book)
tt1449385,Josh Craig (story)
tt1449385,Christopher R. Mihm (story and screenplay)
tt1452956,Denoy Punio
tt1452956,Jun Lana
tt1455145,Roberto Ortiz
tt1455145,Saul Preciado (creator)
tt1459078,Brandon Gross
tt1459078,Paul Reitano
tt1459078,Terrence Sacchi
tt1459462,Benjamin Hurwitz
tt1461961,Lynda La Plante
tt1463140,German Susín
tt1463140,Pedro Teixeira
tt1463782,Graham Cantwell
tt1467094,Jesse Collins
tt1470741,Neeraj Yadav
tt1470747,Shal Ngo
tt1473397,Kent Sublette (screenplay)
tt1473826,Tom O'Leary
tt1474585,Graeme Simsion
tt1477076,Patrick Melton
tt1477076,Marcus Dunstan
tt1478421,Casey Graham
tt1478822,Richard Deal
tt1479273,Alex Argüelles (screenplay)
tt1481537,Joe Stramowski
tt1483419,Maria Scicolone (autobiography)
tt1483419,Patrizia Carrano
tt1483419,Piero De Bernardi
tt1483419,Andrea Saraceni
tt1483419,Alessandro Zambrini
tt1483421,Man-hung Poon (screenplay)
tt1483421,Yeung-tat Wong (screenplay)
tt1483421,Tin-Shing Yip (screenplay)
tt1483798,Nico Raineau
tt1486209,Shiri Kleinman
tt1486209,Timi Levi Sela
tt1486666,Shawna James
tt1488578,William Lilly
tt1493870,Michael Boyle
tt1493870,Michael Boyle
tt1495903,Rolando Felizola (story)
tt1495903,Rolando Felizola
tt1495903,Peter Magat
tt1495970,Jac Ash
tt1500830,Philip Crippen
tt1501752,Judy Tygard
tt1504688,Alexandre Machado
tt1504688,Fernanda Young
tt1509765,Ryota Nakano
tt1512277,Marc Uyttendaele
tt1517810,R.J. Daniel Hanna
tt1520995,Sandra Lindo
tt1521037,Kerri MacDonald
tt1522170,Emily A. Hastings
tt1522835,Paul Bales (screenplay)
tt1523986,Ronald Lyon (creator)
tt1523986,Jenny Paschall (creator)
tt1523986,Jenny Paschall
tt1524163,Darius Mathis
tt1525869,Francisco Jiménez (screenplay)
tt1525889,Jes Abieta
tt1525889,Michael Dolce
tt1525889,Willie Ford
tt1525889,Rich Henrich
tt1525889,Andrew Miesem
tt1527750,Jared Bentley
tt1527750,Erahm Christopher
tt1528251,Alyx Gaudio
tt1528742,Valentina Monti
tt1529229,Alejandra Bruno
tt1529229,David Lipszyc
tt1529233,Walter Lupo
tt1529233,Rocco Papaleo
tt1529667,Jan Albert de Weerd
tt1529667,Ingeborg Wieten
tt1530890,Joe Rogan
tt1530923,Luke Bryant
tt1530923,Sarah Lazarovic
tt1530923,Geoff Morrison
tt1530923,Ryan J. Noth
tt1532941,Rohnald Genot
tt1533822,Gene Greenlees
tt1534042,Stephanie Perdomo
tt1534042,Isold Uggadottir
tt1535107,Mark Gatiss (screenplay)
tt1535107,H.G. Wells (novel)
tt1537276,Stamos Dimitropoulos
tt1537874,April Kruger (screenplay)
tt1537874,Tiaan Kruger
tt1537874,Amy Mitchell (screenplay)
tt1537874,Matt Mitchell (screenplay)
tt1545473,Pedro Ultreras
tt1548803,Boris Penth (concept)
tt1548803,Janine Schulz (concept)
tt1549049,Joddy Eric Matthews
tt1553003,Fernanda Ramos (screenplay)
tt1555821,Nathan Zen-Sapien
tt1555821,Nathan Zen-Sapien
tt1559316,David V.G. Davies
tt1559316,Emily Booth
tt1559316,Bryn Hammond
tt1560160,Nicolás Capelli
tt1561323,Tyler Rabinowitz
tt1561773,Ray William Johnson
tt1562357,Nicolas Mercier
tt1563584,Martine Moriconi
tt1563584,Sylvain Saada
tt1563665,Alain Berliner (adaptation)
tt1563665,Alexandra Deman (adaptation)
tt1563665,Honoré de Balzac (novel)
tt1564585,Joshua Cordes
tt1564585,Liam O'Donnell
tt1567138,Iestyn Arwel
tt1567138,Tristan Brooke
tt1567138,Katie Burnett
tt1567138,Andrew David
tt1567138,Stefan Haselwimmer
tt1567138,Lanre Malaolu
tt1567138,Cliodhna McCorley
tt1567138,Damien Molony
tt1567138,Rungano Nyoni (story)
tt1567138,Rungano Nyoni
tt1567138,Nicole Pschetz
tt1567138,Natalie Wallace
tt1567274,Juan Pablo Roubio
tt1567274,Gavin P. Sullivan
tt1567304,Marcelo Pitrola
tt1567304,Ezequiel Yanco
tt1568921,Mary Norton (novel)
tt1568921,Hayao Miyazaki (screenplay)
tt1568921,Keiko Niwa (screenplay)
tt1568922,Theo Maassen
tt1570638,Rita Knobel-Ulrich
tt1574636,Ivor Baddiel
tt1574636,Simon Nye (pre-opening sequence written by)
tt1576701,Marina Kunarova
tt1576701,Aidar Yespenbetov
tt1578768,Sean Kelly
tt1578817,Roe Moore
tt1578817,Trevor Munson
tt1578817,Kim Pritekel
tt1583987,Samantha Sterman
tt1584701,Silvio Pollio
tt1587107,Taka Matsumoto (manga)
tt1588166,Philip Day
tt1588166,Aaron Even
tt1590089,Kanae Minato (based on the novel by)
tt1590089,Tetsuya Nakashima (screenplay)
tt1590769,Dean Mengaziol (story)
tt1590769,Dean Mengaziol
tt1590776,Ashley Maria
tt1599916,Seth Morris
tt1603331,Fabrizio Prada (screenplay)
tt1606278,Christy Lavalais
tt1607572,Kacie Symmes
tt1608283,Jeffrey David Mitchell
tt1609956,Steve Blundell
tt1610515,Tom Donaghy
tt1616182,Gabe Rodriguez
tt1620419,Christopher DeJoseph
tt1621840,Matthew Wilson
tt1622696,Joe Casey
tt1622696,Joe Kelly
tt1622696,Duncan Rouleau
tt1622696,Steven T. Seagle
tt1623677,Lena Vasileiou
tt1625048,Amanda Griswold (contributing writer)
tt1625048,Ryan Griswold (screenplay)
tt1625048,Larry Thompson (story)
tt1634839,Robert Rif
tt1636629,Ben Hayflick
tt1636629,Adam Silver
tt1640571,Shane Van Dyke
tt1641981,Irem Atalay
tt1648108,Marcos Carnevale
tt1648108,Pacho O'Donnell
tt1649966,Tommy Smith
tt1650499,Emily Bridger
tt1657457,Arran McDermott
tt1661824,Andrew Black (additional writing)
tt1661824,Michael Daley (additional writing)
tt1661824,Nick Dixon (screenplay)
tt1661824,Vivian Lee (additional writing)
tt1661824,Scott McCulloch (additional writing)
tt1662298,Jonathan Carroll
tt1662298,Nkechi Okoro
tt1663356,Michael Cordova
tt1663356,Jon Justus
tt1667346,Luke Norris
tt1667838,Punit Malhotra (story
tt1667838,screenplay & dialogue)
tt1671536,Joaquin Rodriguez
tt1672623,Richard Nathan
tt1673409,Brian Faye
tt1674091,Jerry Williams
tt1675288,Dave Campfield (creator)
tt1675288,Dave Campfield (screenplay)
tt1675288,Dave Campfield (story)
tt1675288,Joe Randazzo (screenplay)
tt1683518,Christopher DeJoseph
tt1683518,Brian Gewirtz
tt1683518,Dave Kapoor
tt1683518,Ed Koskey
tt1683518,John Piermarini
tt1683518,Michael Seitz
tt1683968,Ravi Srinivasan
tt1686898,Radim Procházka (screenplay)
tt1690134,Hubert Tibi (screenplay)
tt1691338,Seth Green (creator)
tt1691338,Matthew Senreich (creator)
tt1691338,Douglas Goldstein (head writer)
tt1691338,Tom Root (head writer)
tt1691338,Matthew Ireland Beans
tt1691338,Hugh Davidson
tt1691338,Mike Fasolo
tt1691338,Seth Green
tt1691338,Geoff Johns
tt1691338,Breckin Meyer
tt1691338,Kevin Shinick
tt1691338,Hugh Sterbakov
tt1691338,Dan Milano
tt1691338,Matthew Senreich
tt1691338,Zeb Wells
tt1691832,Benny Chan (screenplay)
tt1691832,Ram Ling (screenplay)
tt1694505,Ray James
tt1694505,Josh Comers
tt1694505,Anthony Jeselnik
tt1694505,Tom Johnson
tt1694505,David Feldman
tt1694505,Roger Rittenhouse
tt1694505,Steve Rosenfield
tt1694505,Corinne Marshall
tt1694505,Michael Ferrucci
tt1694505,Aaron Lee (additional material)
tt1694505,Patrick Meighan (additional material)
tt1694505,John Viener (additional material)
tt1694505,Jesse Joyce (contributing writer)
tt1694508,Paul Bales (screenplay)
tt1694508,Herman Melville (story)
tt1695333,Andrew Sherban
tt1695811,Margaret Avnet
tt1695872,Chris DePierro
tt1697785,Eric Small
tt1702040,Matthias Schmidt (creator)
tt1702040,Gregor Eisenbeiss (creator)
tt1702040,Matthias Schmidt (screenplay)
tt1702040,Gregor Eisenbeiss (screenplay)
tt1702040,Marius Janz (screenplay)
tt1705915,Lionel Baier (screenwriter)
tt1706670,José Parrondo (original comic)
tt1706670,Jean-Christophe Roger
tt1706670,Lewis Trondheim (original comic)
tt1707299,David Sherbrook
tt1710270,Kevin Doree
tt1714007,Jordan F. Ghanma (story)
tt1714007,Jordan F. Ghanma
tt1714196,Kevin Hart
tt1714196,Harry Ratchford
tt1714196,Joey Wells
tt1717217,Randy Mallory
tt1725024,Sabrina Farji
tt1725075,Jude Roth
tt1727400,Tony Martin
tt1727498,April Choi
tt1730149,Raymond Bishop (true story)
tt1730149,Christopher Saint Booth (screenplay)
tt1730149,Philip Adrian Booth (screenplay)
tt1730681,Pedro Saborido
tt1730699,Marcelo Camaño
tt1730712,Albertina Carri
tt1731764,Grant Guffin
tt1731960,Gustavo Postiglione
tt1731981,Adrián Caetano
tt1731984,Mausi Martínez
tt1731988,Dolores Llosas (creator)
tt1731988,Juan Taratuto (creator)
tt1731988,Juan Taratuto
tt1731995,Inés de Oliveira Cézar
tt1732137,Lucía Puenzo
tt1732137,Esteban Puenzo
tt1732140,Lucrecia Martel
tt1732141,Pablo Trapero
tt1732141,Alejandro Fadel
tt1732148,Gustavo Wagner
tt1732148,Ricardo Wullicher (original idea)
tt1732150,Celina Murga
tt1732150,Juan Villegas
tt1732151,Sandra Gugliotta
tt1732179,Gustavo Taretto
tt1732511,Marc Dujarric (story)
tt1732511,Marc Dujarric
tt1732689,Paula de Luque
tt1733522,Koen Suidgeest
tt1734424,David Brückner
tt1737214,David James Ward
tt1738342,Emily Baer
tt1743341,Alex Bulmer
tt1743341,Matthew Cope
tt1743341,Sanchita Islam
tt1743341,John Maidens
tt1745824,Rohan Fernando
tt1748326,Shabnam Rezaei
tt1748326,Aly Jetha
tt1748418,Perla Farías
tt1748418,Pablo Illanes
tt1753768,Alberto Lecchi
tt1753903,Pablo Fendrik
tt1754180,Igor Serdarevic
tt1754273,Russ Armstrong
tt1754273,Andy Blitz
tt1754273,R.J. Fried
tt1754273,Brian Huskey
tt1754273,Anthony Jeselnik (additional material)
tt1754273,Anthony King
tt1754273,Dan Mintz
tt1754273,Jason Reich
tt1754273,Craig Rowin
tt1754273,Andrew Secunda
tt1754273,Eric Slovin (head writer)
tt1754273,Robert Smigel
tt1754477,Dieguillo Fernández
tt1754477,Víctor Laplace
tt1754647,Greg Pace
tt1754647,Stephen Sfetku
tt1754698,L. Ron Hubbard
tt1756498,Juan Bautista Stagnaro
tt1757779,Michael Michaud (based on a concept by)
tt1757779,Doug Walker
tt1757871,Susan Kaff
tt1758756,Stephen Follows
tt1766005,Christopher Beyette
tt1766108,Susan Kaff
tt1769296,Alexander Biedermann
tt1769296,Matt Sweetwood
tt1769411,Jimmy McGovern
tt1773127,Giacomo R. Bartocci
tt1773677,Sam Fidler
tt1773691,Yutzil Martínez
tt1773691,José Vicente Spataro
tt1776812,Max Lalanne (screenplay)
tt1776812,Max Lalanne (story)
tt1776812,Max Lalanne
tt1779872,Ben Bays
tt1779872,Tim Baldwin
tt1779872,John Jackson
tt1782547,Benjamin Taylor
tt1785689,Matthias Thönnissen
tt1787281,Noel Price
tt1787281,Ole Kampovski
tt1787910,Jason Eaken
tt1787910,Tyler Smith
tt1792070,Kast Hasa
tt1797552,Chaz Harris
tt1798284,Anjoum Agrama
tt1798284,Xochi Maberry-Gaulke
tt1798284,Alex Moritz
tt1798284,Danielle Strassman
tt1799091,Sara Blindauer (story)
tt1799091,Nicholas Rose (story)
tt1799091,Nicholas Rose
tt1804512,Karl Garff (adaptation)
tt1805164,Kosala Senevirathne
tt1805164,Supun Sudaraka
tt1805164,Lakpathy Wijesekara
tt1805432,Dion Strowhorn Sr. (story)
tt1805432,Dion Strowhorn Sr.
tt1808211,E.R. Womelsduff
tt1810636,Tony Kern (story)
tt1810636,Tony Kern
tt1811377,Sissel Dalsgaard Thomsen
tt1815736,Henry Inglis
tt1815736,Aaron McCann
tt1817770,Harry Bainbridge
tt1817804,Brandon Lane
tt1819596,Seth Morris
tt1820766,Traycee King
tt1821347,Bill Bailey
tt1825006,Asaph Polonsky
tt1825640,Andrea Montana Knoll
tt1825640,Lisa Marinaccio
tt1826832,Mayckell Pedrero Mariol
tt1826897,Keenan Kelly
tt1827514,James White
tt1829044,Johnny J. Sullivan
tt1830593,David Boutilier
tt1834924,April Spry
tt1836224,Jim Zibailo
tt1843095,Leonardo Santana
tt1843095,Paula Domínguez
tt1845237,Pedro Vivas Hernández
tt1849874,Jorjeana Marie
tt1856110,Fay Hauser
tt1858822,Brendan McNamara
tt1858822,Aarti Sequeira
tt1860326,Kevin Clark
tt1860326,Donna Lampkin Stephens
tt1863034,Tess Luthman
tt1866953,Richard Krause
tt1880217,Kristian McKay (story)
tt1880217,Kristian McKay
tt1880244,Ernesto Villalobos
tt1885196,Kevin Tindell
tt1893226,Luigi R.p
tt1900989,Karla Mendoza (story)
tt1906458,Brad Hills
tt1920820,Kirk Murray
tt1922744,Paul Aihoshi (story)
tt1922744,Paul Aihoshi
tt1922744,Paul Aihoshi
tt1925422,Paul Mahon (story)
tt1925422,Paul Mahon
tt1928164,Chris Burdick (screenplay)
tt1928164,Jeff Howard (story)
tt1932762,Tim Buttner (creator)
tt1935192,Alma Prieto
tt1935281,Gerald Donahoe
tt1950428,Rob Wickins
tt1954880,Abigail Schumann
tt1955143,Leos Mares
tt1958133,Martin Billany
tt1958133,Tom Livesey
tt1958133,Lawrence Simpson
tt1958133,Blake Swift
tt1966366,Kenya Cagle
tt1966366,Tenisha Parham
tt1969006,Greybuck Espinoza
tt1969006,Greybuck Espinoza
tt1969193,Natalia Klein
tt1972407,Steve Royall
tt1975836,Aida de la Fuente
tt2006760,Tim Toidze
tt2009487,Dave Christison
tt2009487,Nicholas Colla
tt2009487,La-Râ Hinckeldeyn
tt2009487,Thom Holt
tt2009487,Lucy Honigman
tt2014230,Ryan Murphy (creator)
tt2014230,Brad Falchuk (creator)
tt2014230,Ian Brennan (creator)
tt2014230,Ryan Murphy
tt2014230,Brad Falchuk
tt2014230,Ian Brennan
tt2025703,Bavand Karim
tt2033994,Wayne N. Bateman
tt2094821,David Alexander
tt2097912,Peter Ringgaard
tt2120817,Ane Siderman
tt2133303,Pauls Bankovskis (adaptation)
tt2133303,Viktor Slavkin (original screenplay)
tt2185557,Mahmoud El-Bezzawy
tt2217725,Karin Anna Cheung
tt2222508,Gary Mancini
tt2245340,Lauren Fedison
tt2248683,Stephen Graves
tt2250340,Bobby Sheehan
tt2298359,Muriel Pearson
tt2345114,Bob Ruhland
tt2354034,Jerzy Zdanowicz (concept)
tt2354034,Maciej Glowinski (concept)
tt2354034,Maciej Glowinski (screenplay)
tt2366203,Jordi Ortega
tt2434636,Paulo Meireles
tt2434636,Abdul Razac Seco
tt2470170,Russell Brand
tt2575930,Hoon Jang
tt2575930,Yoo-rim Lee (episode)
tt2575930,Yong-geun Min (episode)
tt2643302,Mariane Antero
tt2643302,Silvia Biehl
tt2643302,Sebastião Braga
tt2643302,Janaina Dalri
tt2643302,Eduardo Drashinski
tt2643302,Oscar R. Júnior
tt2643302,Lina Lavoratti
tt2643302,Janaina Lichoveski
tt2643302,Renato Magalhães
tt2643302,Petra Mattos
tt2669724,Zuzana Jochman
tt2700330,Jeff Zimbalist
tt2700330,Michael Zimbalist
tt2752716,Ian N. Kellett
tt2837674,Jon Fossler
tt2837674,Jeff Howard
tt2940718,Jack Black
tt3010846,Jan Müller-Michaelis
tt3091782,Pedro Herrero
tt3139922,David Seger (creator)
tt3139922,Rob Schrab
tt3139922,D.C. Pierson
tt3139922,David Seger
tt3139922,Jess Lane
tt3264294,Hammudi Al-Rahmoun Font (screenplay)
tt3349542,Rafael Omar Cruz
tt3628712,Larry King
tt3696974,Michael Friedman
tt3744472,Colin Gilliard
tt3868390,Billy Daley
tt3874794,Kéfera Buchmann
tt3914854,Demedrius Charles
tt3950680,Daniel O'Brien
tt3950680,Jack O'Brien
tt4055952,Thais Fujinaga
tt4096268,Mark Dirksen
tt4096268,Kendrick de Lepper
tt4142278,Delphine Prunault
tt4146594,Michael Dreyer
tt4153840,Justin Franks
tt4153840,Flo Rida
tt4264990,Hugh Daly
tt4264990,Ryan Hansen
tt4444658,Warren Zenna (concept)
tt4499326,Michelle Best (creator)
tt4499326,Matt Higgins (contributing writer)
tt4536234,Twan Da Silva
tt4536234,Rowan Hand
tt4536234,Emily Heath
tt4689984,Robert Randall
tt5122540,Omari Brown
tt5122540,John Randal Reaves
tt6154896,Gustavo Goulart
tt0337692,Jack Kerouac (based on the novel by)
tt0337692,Jose Rivera (screenplay)
tt0337692,Harold Manning (french adaptation)
tt0448694,Charles Perrault (character)
tt0448694,Tom Wheeler (screenplay)
tt0448694,Brian Lynch (story)
tt0448694,William Davies (story)
tt0448694,Tom Wheeler (story)
tt0848228,Joss Whedon (screenplay)
tt0848228,Zak Penn (story)
tt0848228,Joss Whedon (story)
tt0851471,Tessa Hartmann
tt1024648,Chris Terrio (screenplay)
tt1024648,Tony Mendez (based on a selection from "The Master of Disguise" by)
tt1024648,Joshuah Bearman (based on the Wired Magazine article "The Great Escape" by)
tt1164982,Thomas P. Clay
tt1164982,Joan Jeby Fine
tt1201607,Steve Kloves (screenplay)
tt1201607,J.K. Rowling (novel)
tt1231586,Alex Gregory
tt1231586,Peter Huyck
tt1268799,Jon Hurwitz
tt1268799,Hayden Schlossberg
tt1268799,Jon Hurwitz (characters)
tt1268799,Hayden Schlossberg (characters)
tt1270798,Ashley Miller (screenplay)
tt1270798,Zack Stentz (screenplay)
tt1270798,Jane Goldman (screenplay)
tt1270798,Matthew Vaughn (screenplay)
tt1270798,Sheldon Turner (story)
tt1270798,Bryan Singer (story)
tt1324999,Melissa Rosenberg (screenplay)
tt1324999,Stephenie Meyer (novel)
tt1325019,Matt Dunnerstick
tt1340800,Bridget O'Connor (screenplay)
tt1340800,Peter Straughan (screenplay)
tt1340800,John le Carré (novel)
tt1418380,Paula van der Oest (screenplay)
tt1441326,Sean Durkin
tt1472464,Agnès Feuvre (screenplay)
tt1472464,Lise Macheboeuf (screenplay)
tt1472464,Ilmar Raag (screenplay)
tt1482393,Dannah Feinglass Phirman
tt1482393,Danielle Schneider
tt1482393,Jeffrey Bushell (characters)
tt1514046,Todd E. Freeman
tt1514046,Manlio Palena
tt1514046,Federico Sammarco
tt1527186,Lars von Trier
tt1541874,William Eubank
tt1563738,David Nicholls (screenplay)
tt1563738,David Nicholls (book)
tt1564349,Karen Janszen
tt1564349,Noam Dromi
tt1584923,Andrew Fuller
tt1588390,Peter Wick
tt1596343,Chris Morgan
tt1596343,Gary Scott Thompson (characters)
tt1596346,Sean McNamara (screenplay)
tt1596346,Deborah Schwartz (screenplay)
tt1596346,Douglas Schwartz (screenplay)
tt1596346,Michael Berk (screenplay)
tt1596346,Sean McNamara (screen story)
tt1596346,Deborah Schwartz (screen story)
tt1596346,Douglas Schwartz (screen story)
tt1596346,Michael Berk (screen story)
tt1596346,Matt Allen (screen story)
tt1596346,Caleb Wilson (screen story)
tt1596346,Brad Gann (screen story)
tt1596346,Bethany Hamilton (book)
tt1596346,Sheryl Berk (book)
tt1596346,Rick Bundschuh (book)
tt1611224,Seth Grahame-Smith (screenplay)
tt1611224,Seth Grahame-Smith (based on the novel by)
tt1611816,Faith Brody
tt1611816,Derek Lindeman
tt1624996,Shunji Iwai
tt1637725,Seth MacFarlane (screenplay)
tt1637725,Alec Sulkin (screenplay)
tt1637725,Wellesley Wild (screenplay)
tt1637725,Seth MacFarlane (story by)
tt1650062,J.J. Abrams
tt1650536,Bora Dagtekin
tt1650536,Andy Raymer
tt1675161,Michael Winnick
tt1677734,Anders Weidemann
tt1694570,Kennedy Goldsby
tt1699114,Jerry Siegel (creator: Superman)
tt1699114,Joe Shuster (creator: Superman)
tt1699114,Grant Morrison (graphic novel)
tt1699114,Frank Quitely (graphic novel)
tt1699114,Dwayne McDuffie
tt1711458,David L.G. Hughes
tt1712502,Antonio Manetti
tt1712502,Marco Manetti
tt1714920,Yuriy Korotkov
tt1714920,Victor Levin
tt1714920,Daniel Shere
tt1718807,Wendy Jo Carlton
tt1720254,Rajan Aggarwal (screenplay)
tt1720254,Ikram Akhtar (screen play)
tt1720254,Nisar Akhtar
tt1720254,Anees Bazmee
tt1720254,Amitabh Bhattacharya (lyrics)
tt1720254,Kumaar (lyrics)
tt1720254,Ashiesh Pandit (lyrics)
tt1728102,Steven Lilien
tt1728102,Elizabeth Sarnoff
tt1728102,Bryan Wynbrandt
tt1735335,Taylor Segrest
tt1742028,Kôta Hada (based on the book by)
tt1742028,Shinsuke Yamaoka (screenplay)
tt1744826,Renaud Cohen
tt1753561,Jennifer Hibbs (inspired by)
tt1753561,Eva Mendes
tt1753561,Massy Tadjedin
tt1753846,Till Schauder
tt1754795,Laure Gasparotto (collaboration)
tt1754795,Gilles Legrand (screenplay)
tt1754795,Delphine de Vigan (screenplay)
tt1756496,Graziano Diana
tt1756496,Stefano Marcocci
tt1772240,Brian Miller
tt1772752,Dan Signer
tt1773070,Matt Angel
tt1786704,Jeff Greenstein
tt1786704,Jennifer Weiner
tt1787777,Kate Novack
tt1787777,Andrew Rossi
tt1787831,Kent Osborne
tt1787831,Joe Swanberg
tt1790914,Jonah Hill
tt1790914,Andrew Mogel
tt1790914,Jarrad Paul
tt1792621,Michael Barnett
tt1792621,Theodore James
tt1801532,Milica Tomovic (segment)
tt1801532,Marijana Culic-Vicentic (segment)
tt1801532,Jelena Todorovic (segment)
tt1801532,Tanja Stupar-Trifunovic (segment)
tt1801532,Ognjen Isailovic (segment)
tt1801532,Dane Komljen (segment)
tt1801532,Iva Brdar (contributing writer)
tt1801532,Damir Romanov (segment)
tt1801532,Senka Domanovic (segment)
tt1801532,Ognjen Glavonic (segment)
tt1801532,Ivan Pecikoza (segment)
tt1801532,Tamara Barackov (collaborating writer)
tt1801532,Gorana Jovanovic (story)
tt1807069,Joanna Coates
tt1810543,Pablo Illanes
tt1810633,Charles M. Schulz (characters)
tt1810633,Craig Schulz
tt1810633,Stephan Pastis
tt1811371,Charles Morris Jr.
tt1813270,Mick Meredith
tt1816481,Jules Suo
tt1817076,Jordan Allen-Dutton (head writer)
tt1817259,Shaun Greenspan (story)
tt1817259,Shaun Greenspan
tt1819597,Jonathan King
tt1828246,Gregory Poirier
tt1830493,Bob Gale (characters)
tt1830493,Bob Gale (story)
tt1830493,Andy Hartzell
tt1830493,Robert Zemeckis (characters)
tt1836233,Allen L. Sowelle
tt1836237,Annie Brunner
tt1837680,Daniel Lyddon
tt1838609,James Riffel
tt1838609,Mark Zobian
tt1840337,John Glenn
tt1840337,Ed Whitmore
tt1841510,Bob Gale (characters)
tt1841510,Bob Gale (story)
tt1841510,Andy Hartzell
tt1841510,J.D. Straw
tt1841510,Robert Zemeckis (characters)
tt1841511,Robert Zemeckis (characters)
tt1841511,Bob Gale (characters)
tt1841511,Bob Gale (story)
tt1841511,Andy Hartzell
tt1841512,Robert Zemeckis (characters)
tt1841512,Bob Gale (characters)
tt1841512,Bob Gale (story)
tt1841512,Andy Hartzell
tt1845307,Whitney Cummings
tt1845307,Michael Patrick King
tt1849875,Don Allen (additional material)
tt1849875,Anthony Straeger
tt1851100,Athena Ashburn
tt1851100,Matthew Ashburn
tt1853452,Alejandro Pérez Blanco
tt1855114,Doug Ellin (creator)
tt1859475,Evan Drolet Cook
tt1859475,Christian Jensen
tt1859475,Kylee Leonetti (story)
tt1859475,Kylee Leonetti
tt1860396,Isabel Garcia
tt1863305,Juan Carlos Fresnadillo
tt1863305,Miguel Ángel Toledo
tt1866124,Nathaniel Turner
tt1866216,Efren Gonzalez
tt1870556,Laura Drummond
tt1870556,Elise Kowitz
tt1874592,Pablo Torre
tt1874767,Javier Ideami (screenplay)
tt1874838,Karen Laws
tt1877740,Stephen Godchaux (segment)
tt1877740,Jill Gordon (segment)
tt1877740,Marta Kauffman (creator)
tt1877740,Howard J. Morris (segment)
tt1877740,Deirdre O'Connor (segment)
tt1877740,Wendy West (segment)
tt1880353,Travis Mills
tt1883259,Joanna Lu
tt1883259,Joanna Lu
tt1884384,Paul Rufus Jones
tt1884384,Bryant Mainord
tt1885300,Ted Koland
tt1886612,Ben Wilson
tt1890483,Shandor Garrison
tt1891892,Dick Maas
tt1892029,Nick Nigro
tt1892029,Riley Hayes
tt1899111,Keir Burrows
tt1899369,Beth Shea
tt1904995,Diane M. Dresback
tt1907763,John F. Lindquist
tt1908504,Thean-jeen Lee
tt1911613,Brad Jones (screenplay)
tt1915551,Mustafa Kenan Aybasti
tt1916778,L.C. Cruell
tt1922585,Sonya M. Shannon
tt1922585,Sonya M. Shannon
tt1922777,Scott Derrickson
tt1922777,C. Robert Cargill
tt1924273,Cristóbal Garrido (screenplay)
tt1924273,Adolfo Valor (screenplay)
tt1925543,Dan Rickmers
tt1925543,Andy Heriaud
tt1930271,Simão Cayatte
tt1931466,Bill Guttentag
tt1931466,Chris Lehane
tt1935118,Mauro Altschuler
tt1935296,Ron Elisha (monologue from the play)
tt1935296,Daniela Flynn (adaptation)
tt1946332,Jennifer Pease
tt1946332,Cara Friez
tt1948209,Sérgio Tréfaut
tt1949511,Antonino Buzzone
tt1949511,Peter Vass
tt1954794,Russell Peters
tt1961538,Michael J Roberts
tt1964536,Crystal Dawn Parsons
tt1972787,Matt L. O'Connor
tt1972787,Jake Smith
tt1975931,Devin Berko
tt1975931,JP Frydrych
tt1975931,Eli Godfrey
tt1975931,Herbert Steve Hernandez
tt1975931,Craig Macdonald
tt1977021,Sarah Elizabeth
tt1977903,Claude Pimont
tt1978494,Josh Surratt
tt1979230,Balázs Simonyi
tt1986005,Alexander Bocchieri
tt1988207,Julio Ponce Palmieri
tt1989646,C. Fraser Press (screenplay)
tt1990382,Alejandra Campos
tt1990382,Marcelo Castro
tt1990382,Carolina Miño
tt1990382,Pepe Silva
tt1990976,Manju Iyer
tt1990976,Asad Shan
tt1991108,Stanley Ray
tt1998214,Antonio Chamu
tt1998214,Miguel Alejandro Gomez
tt1998214,Charlie Van Vleet
tt1999937,Dean Kavanagh
tt2005238,Michelle Davidson
tt2005320,Jd Adamopolous
tt2007504,Sky Crompton (supervising writer)
tt2007504,Chris Smellin
tt2007504,Robert Smellin
tt2011271,Jamie Kastner
tt2011471,Clara María Ochoa
tt2012041,Jeffrey Ashkin
tt2017030,Kris Drenzek
tt2023497,Paul Bright
tt2035488,Patrick Crowley (story)
tt2035488,Patrick Crowley
tt2035488,Gian-Alberto Pérez
tt2035488,Mark Willits
tt2036472,Jochen Taubert
tt2036472,Christian Witte
tt2039399,Andy Briggs
tt2039399,David Sanderson (story editor)
tt2041565,Drew McAnany
tt2047809,Kristoffer Aaron Morgan (story)
tt2047809,Eric Vespe (screenplay)
tt2049506,Laurel Parmet
tt2050664,Britt Allcroft (created by)
tt2050664,Sharon Miller
